word	definition	n	x	y
rusher	"0: (football) a ball carrier who tries to gain ground by running with the ball (rusher.n.01)
 1: someone who migrates as part of a rush to a new gold field or a new territory (rusher.n.02)
 2: a person who rushes; someone in a hurry; someone who acts precipitously (rusher.n.03)"	6		
ruskin	0: British art critic (1819-1900) (ruskin.n.01)	6		
russet	"0: a reddish brown homespun fabric (russet.n.01)
 1: of brown with a reddish tinge (russet.s.01)"	6		
rutile	0: a mineral consisting of titanium dioxide in crystalline form; occurs in metamorphic and plutonic rocks and is a major source of titanium (rutile.n.01)	6		
rutted	"0: be in a state of sexual excitement; of male mammals (rut.v.01)
 1: hollow out in the form of a furrow or groove (furrow.v.01)
 2: full of ruts (rutted.s.01)"	6		
sabbat	0: a midnight meeting of witches to practice witchcraft and sorcery; in the Middle Ages it was supposed to be a demonic orgy (sabbat.n.01)	6		
sabicu	"0: the wood of the sabicu which resembles mahogany (sabicu.n.01)
 1: West Indian tree yielding a hard dark brown wood resembling mahogany in texture and value (sabicu.n.02)"	6		
saceur	0: commanding officer of ACE; NATO's senior military commander in Europe (supreme_allied_commander_europe.n.01)	6		
sachem	"0: a political leader (especially of Tammany Hall) (sachem.n.01)
 1: a chief of a North American tribe or confederation (especially an Algonquian chief) (sachem.n.02)"	6		
sachet	0: a small soft bag containing perfumed powder; used to perfume items in a drawer or chest (sachet.n.01)	6		
sacked	"0: plunder (a town) after capture (sack.v.01)
 1: terminate the employment of; discharge from an office or position (displace.v.03)
 2: make as a net profit (net.v.01)
 3: put in a sack (sack.v.04)
 4: having been robbed and destroyed by force and violence (despoiled.s.01)"	6		
sacque	0: a woman's full loose hiplength jacket (sack.n.05)	6		
sacral	"0: of or relating to or near the sacrum (sacral.a.01)
 1: of or relating to sacred rites (sacral.s.02)"	6		
sacrum	0: wedge-shaped bone consisting of five fused vertebrae forming the posterior part of the pelvis; its base connects with the lowest lumbar vertebra and its tip with the coccyx (sacrum.n.01)	6		
saddam	0: Iraqi leader who waged war against Iran; his invasion of Kuwait led to the Gulf War (born in 1937) (hussein.n.01)	6		
sadden	"0: make unhappy (sadden.v.01)
 1: come to feel sad (sadden.v.02)"	6		
saddhu	0: (Hinduism) an ascetic holy man (sadhu.n.01)	6		
sadist	0: someone who obtains pleasure from inflicting pain or others (sadist.n.01)	6		
sagely	0: in a wise manner (wisely.r.01)	6		
sagina	0: small low-growing annual or perennial herbs of temperate and cool regions (sagina.n.01)	6		
saipan	"0: the largest island in the Northern Marianas and the administrative center of the commonwealth of the Northern Mariana Islands in union with the United States (saipan.n.01)
 1: US forces captured the island from the Japanese in July 1944; it was an important air base until the end of World War II (saipan.n.02)"	6		
sajama	0: a mountain peak in the Andes in Bolivia (21,391 feet high) (sajama.n.01)	6		
salaah	0: the second pillar of Islam is prayer; a prescribed liturgy performed five times a day (preferably in a mosque) and oriented toward Mecca (salat.n.01)	6		
salaam	"0: a deep bow; a Muslim form of salutation (salaam.n.01)
 1: greet with a salaam (salaam.v.01)"	6		
salaat	0: the second pillar of Islam is prayer; a prescribed liturgy performed five times a day (preferably in a mosque) and oriented toward Mecca (salat.n.01)	6		
salade	0: a light medieval helmet with a slit for vision (sallet.n.01)	6		
salian	0: a member of the tribe of Franks who settled in the Netherlands in the 4th century AD (salian_frank.n.01)	6		
salina	0: a town in central Kansas (salina.n.01)	6		
saline	"0: an isotonic solution of sodium chloride and distilled water (saline_solution.n.01)
 1: containing salt (saline.s.01)"	6		
salish	"0: a family of Mosan language spoken in northwestern United States and western Canada (salish.n.01)
 1: a member of a group of North American Indians speaking a Salishan language and living on the northwest coast of North America (salish.n.02)"	6		
saliva	0: a clear liquid secreted into the mouth by the salivary glands and mucous glands of the mouth; moistens the mouth and starts the digestion of starches (saliva.n.01)	6		
sallet	0: a light medieval helmet with a slit for vision (sallet.n.01)	6		
sallow	"0: any of several Old World shrubby broad-leaved willows having large catkins; some are important sources for tanbark and charcoal (sallow.n.01)
 1: cause to become sallow (sallow.v.01)
 2: unhealthy looking (sallow.s.01)"	6		
salome	0: woman whose dancing beguiled Herod into giving her the head of John the Baptist (salome.n.01)	6		
salter	"0: someone who uses salt to preserve meat or fish or other foods (salter.n.01)
 1: someone who makes or deals in salt (salter.n.02)"	6		
salute	"0: an act of honor or courteous recognition (salute.n.01)
 1: a formal military gesture of respect (salute.n.02)
 2: an act of greeting with friendly words and gestures like bowing or lifting the hat (salute.n.03)
 3: propose a toast to (toast.v.02)
 4: greet in a friendly way (salute.v.02)
 5: express commendation of (salute.v.03)
 6: become noticeable (salute.v.04)
 7: honor with a military ceremony, as when honoring dead soldiers (salute.v.05)
 8: recognize with a gesture prescribed by a military regulation; assume a prescribed position (salute.v.06)"	6		
salver	0: a tray (or large plate) for serving food or drinks; usually made of silver (salver.n.01)	6		
salvor	0: someone who salvages (salvager.n.01)	6		
salwar	0: a pair of light loose trousers with a tight fit around the ankles; worn by women from the Indian subcontinent (usually with a kameez) (salwar.n.01)	6		
salyut	0: either of two Soviet space stations launched in the 1970s (salyut.n.01)	6		
samara	0: a winged often one-seed indehiscent fruit as of the ash or elm or maple (samara.n.01)	6		
sambar	0: a deer of southern Asia with antlers that have three tines (sambar.n.01)	6		
sambre	0: a river in western Europe that rises in northern France and flows generally east into Belgium where it joins the Meuse at Namur (sambre.n.01)	6		
sambur	0: a deer of southern Asia with antlers that have three tines (sambar.n.01)	6		
samekh	0: the 15th letter of the Hebrew alphabet (samekh.n.01)	6		
samiel	0: a violent hot sand-laden wind on the deserts of Arabia and North Africa (simoom.n.01)	6		
samite	0: a heavy silk fabric (often woven with silver or gold threads); used to make clothing in the Middle Ages (samite.n.01)	6		
samoan	"0: a native or inhabitant of the Samoan Islands (samoan.n.01)
 1: of or relating to Samoa or its people or language or culture (samoan.a.01)"	6		
sampan	0: an Asian skiff usually propelled by two oars (sampan.n.01)	6		
sander	0: a power tool used for sanding wood; an endless loop of sandpaper is moved at high speed by an electric motor (drum_sander.n.01)	6		
sanely	"0: with good sense or in a reasonable or intelligent manner (sanely.r.01)
 1: in a sane or lucid manner (sanely.r.02)"	6		
sangay	0: an inactive volcano in the Andes in central Ecuador; last erupted in 1946 (sangay.n.01)	6		
sanger	"0: English biochemist who determined the sequence of amino acids in insulin and who invented a technique to determine the genetic sequence of an organism (born in 1918) (sanger.n.01)
 1: United States nurse who campaigned for birth control and planned parenthood; she challenged Gregory Pincus to develop a birth control pill (1883-1966) (sanger.n.02)"	6		
sanies	0: a fluid product of inflammation (pus.n.02)	6		
sannup	0: a married male American Indian (sannup.n.01)	6		
santee	"0: a member of the eastern branch of the Sioux (santee.n.01)
 1: the Siouan language spoken by the Santee (santee.n.02)"	6		
saphar	0: the second month of the Islamic calendar (safar.n.01)	6		
sapote	"0: tropical American tree having wood like mahogany and sweet edible egg-shaped fruit; in some classifications placed in the genus Calocarpum (marmalade_tree.n.01)
 1: brown oval fruit flesh makes excellent sherbet (sapote.n.02)"	6		
sapper	"0: a military engineer who lays or detects and disarms mines (sapper.n.01)
 1: a military engineer who does sapping (digging trenches or undermining fortifications) (sapper.n.02)"	6		
sarape	0: a long brightly colored shawl; worn mainly by Mexican men (serape.n.01)	6		
sardis	0: an ancient Greek city located in the western part of what is now modern Turkey; as the capital of Lydia it was the cultural center of Asia Minor; destroyed by Tamerlane in 1402 (sardis.n.01)	6		
sarong	0: a loose skirt consisting of brightly colored fabric wrapped around the body; worn by both women and men in the South Pacific (sarong.n.01)	6		
sartor	0: a person whose occupation is making and altering garments (tailor.n.01)	6		
sartre	0: French writer and existentialist philosopher (1905-1980) (sartre.n.01)	6		
satang	0: 100 satangs equal 1 baht in Thailand (satang.n.01)	6		
sateen	0: a cotton fabric with a satiny finish (sateen.n.01)	6		
satiny	0: having a smooth, gleaming surface reflecting light (satiny.s.01)	6		
satire	0: witty language used to convey insults or scorn; ; ; --Jonathan Swift (sarcasm.n.01)	6		
satrap	0: a governor of a province in ancient Persia (satrap.n.01)	6		
saucer	"0: something with a round shape resembling a flat circular plate (disk.n.01)
 1: a small shallow dish for holding a cup at the table (saucer.n.02)
 2: directional antenna consisting of a parabolic reflector for microwave or radio frequency radiation (dish.n.05)
 3: a disk used in throwing competitions (discus.n.02)"	6		
saurel	"0: large elongated compressed food fish of the Atlantic waters of Europe (horse_mackerel.n.02)
 1: a California food fish (horse_mackerel.n.03)"	6		
sauria	0: true lizards; including chameleons and geckos (sauria.n.01)	6		
savara	"0: a member of the Dravidian people living in southern India (savara.n.01)
 1: a Dravidian language spoken by the Savara in southeastern India (north of Madras) (savara.n.02)"	6		
savour	"0: the taste experience when a savoury condiment is taken into the mouth (relish.n.03)
 1: have flavor; taste of something (taste.v.01)
 2: give taste to (savor.v.04)
 3: taste appreciatively (savor.v.03)
 4: derive or receive pleasure from; get enjoyment from; take pleasure in (enjoy.v.01)"	6		
sawfly	0: insect whose female has a saw-like ovipositor for inserting eggs into the leaf or stem tissue of a host plant (sawfly.n.01)	6		
saxist	0: a musician who plays the saxophone (saxophonist.n.01)	6		
saxony	0: an area in Germany around the upper Elbe river; the original home of the Saxons (saxony.n.01)	6		
sayers	0: English writer of detective fiction (1893-1957) (sayers.n.01)	6		
scabby	0: covered with scabs (scabby.s.01)	6		
scaley	0: having the body covered or partially covered with thin horny plates, as some fish and reptiles (scaly.s.02)	6		
scalic	0: of or related to a musical scale (scalic.a.01)	6		
scampi	0: large shrimp sauteed in oil or butter and garlic (scampi.n.01)	6		
scampo	0: caught in European waters; slenderer than American lobster (norwegian_lobster.n.01)	6		
scanty	"0: short underpants for women or children (usually used in the plural) (pantie.n.01)
 1: lacking in amplitude or quantity (bare.s.02)"	6		
scarce	"0: deficient in quantity or number compared with the demand (scarce.a.01)
 1: only a very short time before; ; ; ; ; - W.B.Yeats (barely.r.01)"	6		
scarer	0: an effigy in the shape of a man to frighten birds away from seeds (scarecrow.n.01)	6		
scarey	0: provoking fear terror (chilling.s.01)	6		
scathe	0: the act of damaging something or someone (damage.n.03)	6		
scatty	"0: lacking sense or discretion; ; - Glenway Westcott (rattlebrained.s.01)
 1: lost in thought; showing preoccupation (absent.s.03)"	6		
scheol	0: (religion) the world of the dead; -Theognis (hell.n.04)	6		
schist	0: any metamorphic rock that can be split into thin layers (schist.n.01)	6		
schlep	"0: (Yiddish) an awkward and stupid person (schlepper.n.01)
 1: a tedious or difficult journey (schlep.n.02)
 2: pull along heavily, like a heavy load against a resistance (shlep.v.02)"	6		
schnoz	0: informal terms for the nose (beak.n.04)	6		
schorl	0: black tourmaline (schorl.n.01)	6		
schrod	"0: flesh of young Atlantic cod weighing up to 2 pounds; also young haddock and pollock; often broiled (schrod.n.01)
 1: young Atlantic cod or haddock especially one split and boned for cooking (scrod.n.02)"	6		
schtik	"0: (Yiddish) a little; a piece (shtik.n.01)
 1: (Yiddish) a contrived and often used bit of business that a performer uses to steal attention (shtik.n.02)
 2: (Yiddish) a prank or piece of clowning (shtik.n.03)
 3: (Yiddish) a devious trick; a bit of cheating (shtik.n.04)"	6		
schulz	0: United States cartoonist whose comic strip included the beagle Snoopy (1922-2000) (schulz.n.01)	6		
schuss	0: ski downhill (schuss.v.01)	6		
sciara	0: minute blackish gregarious flies destructive to mushrooms and seedlings (fungus_gnat.n.01)	6		
scilla	0: an Old World plant of the genus Scilla having narrow basal leaves and pink or blue or white racemose flowers (scilla.n.01)	6		
sclaff	"0: a poor golf stroke in which the club head hits the ground before hitting the ball (sclaff.n.01)
 1: strike (a golf ball) such that the ground is scraped first (sclaff.v.01)
 2: strike (the ground) in making a sclaff (sclaff.v.02)"	6		
scopal	0: of or relating to scope (scopal.a.01)	6		
scoter	0: large black diving duck of northern parts of the northern hemisphere (scoter.n.01)	6		
scours	"0: diarrhea in livestock (scours.n.01)
 1: a place that is scoured (especially by running water) (scour.n.01)
 2: examine minutely (scour.v.01)
 3: clean with hard rubbing (scrub.v.01)
 4: rub hard or scrub (scour.v.03)
 5: rinse, clean, or empty with a liquid (flush.v.05)"	6		
scouse	0: a stew of meat and vegetables and hardtack that is eaten by sailors (lobscouse.n.01)	6		
screak	"0: make a high-pitched, screeching noise (whine.v.03)
 1: utter a harsh abrupt scream (squawk.v.01)"	6		
screwy	0: not behaving normally (screw-loose.s.01)	6		
scrimp	0: subsist on a meager allowance (scrimp.v.01)	6		
scrimy	"0: dirty and disgusting; - Al Hine (scrimy.s.01)
 1: petty or reluctant in giving or spending (grudging.s.02)"	6		
scrubs	"0: protective garment worn by surgeons during operations (gown.n.04)
 1: dense vegetation consisting of stunted trees or bushes (scrub.n.01)
 2: the act of cleaning a surface by rubbing it with a brush and soap and water (scrub.n.02)
 3: clean with hard rubbing (scrub.v.01)
 4: wash thoroughly (scrub.v.02)
 5: postpone indefinitely or annul something that was scheduled (cancel.v.01)"	6		
scruff	0: the back side of the neck (nape.n.01)	6		
sculpt	"0: create by shaping stone or wood or any other hard material (sculpt.v.01)
 1: shape (a material like stone or wood) by whittling away at it (sculpt.v.02)"	6		
scummy	"0: of the most contemptible kind (abject.s.01)
 1: covered with scum (scummy.s.02)"	6		
scurfy	"0: having or producing or covered with scurf (scurfy.a.01)
 1: rough to the touch; covered with scales or scurf (lepidote.s.01)"	6		
scurry	"0: rushing about hastily in an undignified way (scamper.n.01)
 1: to move about or proceed hurriedly (scurry.v.01)"	6		
scurvy	"0: a condition caused by deficiency of ascorbic acid (vitamin C) (scurvy.n.01)
 1: of the most contemptible kind (abject.s.01)"	6		
seabag	0: a cylindrical drawstring bag used by sailors to hold their clothing and other gear (seabag.n.01)	6		
sealer	"0: a kind of sealing material that is used to form a hard coating on a porous surface (as a coat of paint or varnish used to size a surface) (sealant.n.01)
 1: an official who affixes a seal to a document (sealer.n.02)"	6		
seamed	"0: put together with a seam (seam.v.01)
 1: having or joined by a seam or seams (seamed.a.01)
 2: (used especially of skin) marked by lines or seams (lined.s.02)"	6		
seanad	0: the upper house of the parliament of the Irish Republic (seanad_eireann.n.01)	6		
seared	"0: make very hot and dry (sear.v.01)
 1: become superficially burned (scorch.v.02)
 2: burn slightly and superficially so as to affect color (char.v.02)
 3: cause to wither or parch from exposure to heat (parch.v.01)
 4: having the surface burned quickly with intense heat (seared.s.01)"	6		
seated	"0: show to a seat; assign a seat for (seat.v.01)
 1: be able to seat (seat.v.02)
 2: place ceremoniously or formally in an office or position (induct.v.01)
 3: put a seat on a chair (seat.v.04)
 4: provide with seats (seat.v.05)
 5: place or attach firmly in or on a base (seat.v.06)
 6: place in or on a seat (seat.v.07)
 7: (of persons) having the torso erect and legs bent with the body supported on the buttocks (seated.a.01)"	6		
secale	0: cereal grass widely cultivated for its grain: rye (secale.n.01)	6		
secant	"0: a straight line that intersects a curve at two or more points (secant.n.01)
 1: ratio of the hypotenuse to the adjacent side of a right-angled triangle (secant.n.02)"	6		
secede	0: withdraw from an organization or communion (secede.v.01)	6		
secern	0: mark as different (distinguish.v.01)	6		
seckel	0: small yellowish- to reddish-brown pear (seckel.n.01)	6		
seduce	"0: induce to have sex (seduce.v.01)
 1: lure or entice away from duty, principles, or proper conduct (seduce.v.02)"	6		
seeded	"0: go to seed; shed seeds (seed.v.01)
 1: help (an enterprise) in its early stages of development by providing seed money (seed.v.02)
 2: bear seeds (seed.v.03)
 3: place (seeds) in or on the ground for future growth (sow.v.01)
 4: distribute (players or teams) so that outstanding teams or players will not meet in the early rounds (seed.v.05)
 5: sprinkle with silver iodide particles to disperse and cause rain (seed.v.06)
 6: inoculate with microorganisms (seed.v.07)
 7: remove the seeds from (seed.v.08)
 8: (of the more skilled contestants) selectively arranged in the draw for position in a tournament so that they meet each other in later rounds (seeded.a.01)
 9: having the seeds extracted (seeded.s.02)
 10: having seeds as specified (seeded.s.03)
 11: having or supplied with seeds (seeded.s.04)
 12: sprinkled with seed (seeded.s.05)"	6		
seeger	"0: United States folk singer who was largely responsible for the interest in folk music in the 1960s (born in 1919) (seeger.n.01)
 1: United States poet killed in World War I (1888-1916) (seeger.n.02)"	6		
seemly	0: according with custom or propriety (becoming.s.01)	6		
seethe	"0: be noisy with activity (hum.v.02)
 1: be in an agitated emotional state (seethe.v.02)
 2: foam as if boiling (seethe.v.03)
 3: boil vigorously (seethe.v.04)"	6		
seiche	0: a wave on the surface of a lake or landlocked bay; caused by atmospheric or seismic disturbances (seiche.n.01)	6		
seizer	0: a kidnapper who drugs men and takes them for compulsory service aboard a ship (shanghaier.n.01)	6		
sekhet	0: a lion-headed Egyptian goddess; typifies life-destroying power of the sun (sekhet.n.01)	6		
seljuk	"0: any one of the Turkish dynasties that ruled Asia Minor from the 11th to the 13th centuries; they successfully invaded Byzantium and defended the Holy Land against Crusaders (seljuk.n.01)
 1: of or relating to the Seljuks (seljuk.a.01)"	6		
selkup	"0: one of the people of mixed Ostyak and Samoyed origin in Siberia (selkup.n.01)
 1: the Uralic language spoken by the Ostyak-Samoyed (selkup.n.02)"	6		
seller	0: someone who promotes or exchanges goods or services for money (seller.n.01)	6		
selsyn	0: a system consisting of a generator and a motor so connected that the motor will assume the same relative position as the generator; the generator and the motor are synchronized (selsyn.n.01)	6		
semite	"0: a member of a group of Semitic-speaking peoples of the Middle East and northern Africa (semite.n.01)
 1: of or relating to or characteristic of Semites (semite.a.01)"	6		
senate	"0: assembly possessing high legislative powers (senate.n.01)
 1: the upper house of the United States Congress (united_states_senate.n.01)"	6		
sendee	0: the intended recipient of a message (sendee.n.01)	6		
sendup	0: a composition that imitates or misrepresents somebody's style, usually in a humorous way (parody.n.01)	6		
senega	"0: dried root of two plants of the genus Polygala containing an irritating saponin (senega.n.01)
 1: perennial bushy herb of central and southern United States having white flowers with green centers and often purple crest; similar to Seneca snakeroot (senega.n.02)"	6		
senhor	0: a Portuguese title of respect; equivalent to English `Mr' (senhor.n.01)	6		
senior	"0: an undergraduate student during the year preceding graduation (senior.n.01)
 1: a person who is older than you are (elder.n.01)
 2: older; higher in rank; longer in length of tenure or service (senior.a.01)
 3: used of the fourth and final year in United States high school or college (senior.s.02)
 4: advanced in years; (`aged' is pronounced as two syllables) (aged.s.01)"	6		
seniti	0: 100 seniti equal 1 pa'anga in Tonga (seniti.n.01)	6		
sennit	0: flat braided cordage that is used on ships (sennit.n.01)	6		
senora	0: a Spanish title or form of address for a married woman; similar to the English `Mrs' or `madam' (senora.n.01)	6		
septal	0: of or relating to a septum (septal.a.01)	6		
septet	"0: the cardinal number that is the sum of six and one (seven.n.01)
 1: seven performers or singers who perform together (septet.n.02)
 2: a set of seven similar things considered as a unit (septet.n.03)
 3: seven people considered as a unit (septet.n.04)
 4: a musical composition written for seven performers (septet.n.05)"	6		
septic	"0: containing or resulting from disease-causing organisms (septic.a.01)
 1: of or relating to or caused by putrefaction (septic.a.02)"	6		
septum	"0: (anatomy) a dividing partition between two tissues or cavities (septum.n.01)
 1: a partition or wall especially in an ovary (septum.n.02)"	6		
serail	0: living quarters reserved for wives and concubines and female relatives in a Muslim household (harem.n.01)	6		
serape	0: a long brightly colored shawl; worn mainly by Mexican men (serape.n.01)	6		
serbia	0: a historical region in central and northern Yugoslavia; Serbs settled the region in the 6th and 7th centuries (serbia.n.01)	6		
serger	0: a sewing machine that overcasts the raw edges of a fabric with a V-shaped stitch (serger.n.01)	6		
serine	0: a sweetish crystalline amino acid involved in the synthesis by the body of cysteine (serine.n.01)	6		
seriph	0: a short line at the end of the main strokes of a character (serif.n.01)	6		
serkin	0: United States concert pianist (born in Czechoslovakia) (1903-1991) (serkin.n.01)	6		
serosa	0: a thin membrane lining the closed cavities of the body; has two layers with a space between that is filled with serous fluid (serous_membrane.n.01)	6		
serous	0: of or producing or containing serum (serous.a.01)	6		
seseli	0: a rosid dicot genus that includes moon carrots (seseli.n.01)	6		
sestet	"0: the cardinal number that is the sum of five and one (six.n.01)
 1: six performers or singers who perform together (sextet.n.03)
 2: a set of six similar things considered as a unit (sextet.n.04)
 3: a musical composition written for six performers (sextet.n.01)
 4: a rhythmic group of six lines of verse (sestet.n.05)"	6		
setoff	0: structure where a wall or building narrows abruptly (set-back.n.01)	6		
setose	0: having or covered with protective barbs or quills or spines or thorns or setae etc. (barbed.s.02)	6		
settee	"0: a long wooden bench with a back (settle.n.01)
 1: a small sofa (settee.n.02)"	6		
settle	"0: a long wooden bench with a back (settle.n.01)
 1: settle into a position, usually on a surface or ground (settle.v.01)
 2: bring to an end; settle conclusively (decide.v.02)
 3: settle conclusively; come to terms (settle.v.03)
 4: take up residence and become established (settle.v.04)
 5: come to terms (reconcile.v.03)
 6: go under, (sink.v.04)
 7: become settled or established and stable in one's residence or life style (settle.v.07)
 8: become resolved, fixed, established, or quiet (settle.v.08)
 9: establish or develop as a residence (settle.v.09)
 10: come to rest (settle.v.10)
 11: arrange or fix in the desired order (settle.v.11)
 12: accept despite lack of complete satisfaction (settle.v.12)
 13: end a legal dispute by arriving at a settlement (settle.v.13)
 14: dispose of; make a financial settlement (settle.v.14)
 15: become clear by the sinking of particles (settle.v.15)
 16: cause to become clear by forming a sediment (of liquids) (settle.v.16)
 17: sink down or precipitate (subside.v.03)
 18: fix firmly (ensconce.v.01)
 19: get one's revenge for a wrong or an injury (settle.v.19)
 20: make final; put the last touches on; put into final form (finalize.v.01)
 21: form a community (settle.v.21)
 22: come as if by falling (fall.v.32)"	6		
sevens	"0: a card game in which you play your sevens and other cards in sequence in the same suit as the sevens; you win if you are the first to use all your cards (fantan.n.02)
 1: the cardinal number that is the sum of six and one (seven.n.01)
 2: one of four playing cards in a deck with seven pips on the face (seven-spot.n.01)"	6		
severe	"0: intensely or extremely bad or unpleasant in degree or quality (severe.s.01)
 1: very strong or vigorous (hard.s.04)
 2: severely simple (austere.s.01)
 3: unsparing and uncompromising in discipline or judgment; - H.G.Wells (severe.s.04)
 4: causing fear or anxiety by threatening great harm (dangerous.s.02)
 5: very bad in degree or extent (severe.s.06)"	6		
sewage	0: waste matter carried away in sewers or drains (sewage.n.01)	6		
seward	0: United States politician who as Secretary of State in 1867 arranged for the purchase of Alaska from Russia (known at the time as Seward's Folly) (1801-1872) (seward.n.01)	6		
sewing	"0: joining or attaching by stitches (sewing.n.01)
 1: needlework on which you are working with needle and thread (sewing.n.02)
 2: fasten by sewing; do needlework (sew.v.01)
 3: create (clothes) with cloth (sew.v.02)"	6		
sexism	0: discriminatory or abusive behavior towards members of the opposite sex (sexism.n.01)	6		
sexist	"0: a man with a chauvinistic belief in the inferiority of women (male_chauvinist.n.01)
 1: discriminatory on the basis of sex (usually said of men's attitude toward women) (sexist.s.01)"	6		
sexpot	0: a young woman who is thought to have sex appeal (sex_kitten.n.01)	6		
sextet	"0: a musical composition written for six performers (sextet.n.01)
 1: the cardinal number that is the sum of five and one (six.n.01)
 2: six performers or singers who perform together (sextet.n.03)
 3: a set of six similar things considered as a unit (sextet.n.04)
 4: six people considered as a unit (sextet.n.05)"	6		
sexton	"0: United States poet (1928-1974) (sexton.n.01)
 1: an officer of the church who is in charge of sacred objects (sexton.n.02)"	6		
sexual	"0: of or relating to or characterized by sexuality (sexual.a.01)
 1: having or involving sex (sexual.a.02)
 2: involved in a sexual relationship (intimate.s.04)"	6		
seyhan	"0: a Turkish river flowing south southwest into the Mediterranean (seyhan.n.01)
 1: a city in southern Turkey on the Seyhan River (adana.n.01)"	6		
shaggy	"0: used of hair; thick and poorly groomed (bushy.s.01)
 1: having a very rough nap or covered with hanging shags (shagged.s.01)"	6		
shaken	"0: move or cause to move back and forth (shake.v.01)
 1: move with or as if with a tremor (shake.v.02)
 2: shake or vibrate rapidly and intensively (judder.v.01)
 3: move back and forth or sideways (rock.v.01)
 4: undermine or cause to waver (shake.v.05)
 5: stir the feelings, emotions, or peace of (stimulate.v.03)
 6: get rid of (shake.v.07)
 7: bring to a specified condition by or as if by shaking (shake.v.08)
 8: shake (a body part) to communicate a greeting, feeling, or cognitive state (shake.v.09)
 9: disturbed psychologically as if by a physical jolt or shock (jolted.s.02)"	6		
shallu	0: sorghum having slender dry stalks and small hard grains; introduced into United States from India (shallu.n.01)	6		
shamed	"0: bring shame or dishonor upon (dishonor.v.01)
 1: compel through a sense of shame (shame.v.02)
 2: cause to be ashamed (shame.v.03)
 3: surpass or beat by a wide margin (shame.v.04)
 4: make a pretence of (simulate.v.03)
 5: make believe with the intent to deceive (feign.v.01)
 6: showing a sense of guilt; ; - Eric Linklater (guilty.s.02)
 7: suffering shame (discredited.s.02)"	6		
shammy	0: a soft suede leather formerly from the skin of the chamois antelope but now from sheepskin (chamois.n.01)	6		
shandy	0: a drink made of beer and lemonade (shandygaff.n.01)	6		
shanny	0: European scaleless blenny (shanny.n.01)	6		
sharer	0: someone who has or gives or receives a part or a share (partaker.n.01)	6		
sharia	0: the code of law derived from the Koran and from the teachings and example of Mohammed (shariah.n.01)	6		
shaved	"0: remove body hair with a razor (shave.v.01)
 1: cut closely (shave.v.02)
 2: cut the price of (shave.v.03)
 3: cut or remove with or as if with a plane (plane.v.01)
 4: make shavings of or reduce to shavings (shave.v.05)
 5: touch the surface of lightly (shave.v.06)
 6: having the beard or hair cut off close to the skin (shaven.a.01)"	6		
shaven	"0: remove body hair with a razor (shave.v.01)
 1: cut closely (shave.v.02)
 2: cut the price of (shave.v.03)
 3: cut or remove with or as if with a plane (plane.v.01)
 4: make shavings of or reduce to shavings (shave.v.05)
 5: touch the surface of lightly (shave.v.06)
 6: having the beard or hair cut off close to the skin (shaven.a.01)"	6		
shawny	0: showy perennial herb with white flowers; leaves sometimes used as edible greens in southeastern United States (virginia_waterleaf.n.01)	6		
sheath	"0: a protective covering (as for a knife or sword) (sheath.n.01)
 1: an enveloping structure or covering enclosing an animal or plant organ or part (sheath.n.02)
 2: a dress suitable for formal occasions (cocktail_dress.n.01)"	6		
shebat	0: the fifth month of the civil year: the eleventh month of the ecclesiastical year in the Jewish calendar (in January and February) (shebat.n.01)	6		
sheeny	"0: (ethnic slur) offensive term for a Jew (kike.n.01)
 1: reflecting light (glistening.s.01)"	6		
sheika	0: the wife of a sheik (sheika.n.01)	6		
sheikh	0: the leader of an Arab village or family (sheik.n.01)	6		
shekel	0: the basic unit of money in Israel (shekel.n.01)	6		
shelfy	0: full of submerged reefs or sandbanks or shoals (reefy.s.01)	6		
shelvy	0: full of submerged reefs or sandbanks or shoals (reefy.s.01)	6		
shevat	0: the fifth month of the civil year: the eleventh month of the ecclesiastical year in the Jewish calendar (in January and February) (shebat.n.01)	6		
shibah	0: (Judaism) a period of seven days of mourning after the death of close relative (shiva.n.01)	6		
shiism	0: the branch of Islam that regards Ali as the legitimate successor to Mohammed and rejects the first three caliphs (shiism.n.01)	6		
shiite	0: a member of the branch of Islam that regards Ali as the legitimate successor to Mohammed and rejects the first three caliphs (shiite.n.01)	6		
shiksa	0: a derogatory term used by Jews to refer to non-Jewish women (shiksa.n.01)	6		
shikse	0: a derogatory term used by Jews to refer to non-Jewish women (shiksa.n.01)	6		
shiloh	0: the second great battle of the American Civil War (1862); the battle ended with the withdrawal of Confederate troops but it was not a Union victory (shiloh.n.01)	6		
shindy	0: a large and noisy party of people (shindig.n.01)	6		
shinny	"0: a simple version of hockey played by children on the streets (or on ice or on a field) using a ball or can as the puck (shinny.n.01)
 1: climb awkwardly, as if by scrambling (clamber.v.01)"	6		
shiraz	0: a city in central southwestern Iran; ruins of ancient Persepolis are nearby (shiraz.n.01)	6		
shirer	0: United States broadcast journalist who was in Berlin at the outbreak of World War II (1904-1993) (shirer.n.01)	6		
shirty	0: (British informal) ill-tempered or annoyed (shirty.s.01)	6		
shisha	0: an oriental tobacco pipe with a long flexible tube connected to a container where the smoke is cooled by passing through water (hookah.n.01)	6		
shitty	0: very bad (icky.s.01)	6		
shivah	0: (Judaism) a period of seven days of mourning after the death of close relative (shiva.n.01)	6		
shlock	0: merchandise that is shoddy or inferior (schlock.n.01)	6		
